OBJECTID *,Shape *,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM,Shape_Length,Shape_Area
3367,Polygon,8980783,SF,KY Division of Mine Permits,DMP E_Shape,KY8980783,INACT,48088.47267,546.597779,PIKEVILLE,RC,CAM MINING LLC,PIKEVILLE,  MI  10  08/02/2018  MT   5  09/11/2015  MI   9  03/27/2015,Released,5/22/2006,PERMANENT,8980457,47779.86843,23167431.74
3368,Polygon,8980793,SF,KY Division of Mine Permits,CHIA,KY8980793,INACT,42313.15136,510.512357,PIKEVILLE,RC,CAM MINING LLC,PIKEVILLE,  MT   1  01/24/2019  NW   1  12/16/2013  RN   1  12/07/2018,Released,12/16/2013,PERMANENT,8980793,42313.15136,22237918.24
3371,Polygon,8980804,SF,KY Division of Mine Permits,DMP E_Shape,KY8980804,INACT,27806.7522,222.029645,PIKEVILLE,RC,CAM MINING LLC,PIKEVILLE,  MI   8  03/27/2015  MI   7  07/05/2013  MA   6  01/18/2013,Released,4/10/2008,PERMANENT,8980804,27806.7522,9671611.29
3374,Polygon,8980823,SF,KY Division of Mine Permits,KYDMP,KY8980823,INACT,18569.21092,38.645331,MILLARD,RC,MATT/CO INC,PIKEVILLE,  NW   1  06/16/2010,Released,6/16/2010,PERMANENT,8980823,18569.21091,1683390.674
3403,Polygon,8980887,SF,KY Division of Mine Permits,KYDMP,KY8980887,INACT,63196.08457,336.154046,MATEWAN,RC,ICG EAST KENTUCKY LLC,PIKEVILLE,  MT   2  08/05/2013  SU   2  12/12/2011,Released,12/12/2011,PERMANENT,8980514,386.541273,5433.173768
3406,Polygon,8980901,SF,KY Division of Mine Permits,KYDMP,KY8980901,INACT,51939.21103,328.008147,PIKEVILLE,RC,LANDMARK MINING COMPANY INC,PIKEVILLE,  MT   4  12/15/2014  SU   2  06/05/2012,Released,6/5/2012,PERMANENT,8980248,51939.21103,14288034.86
3410,Polygon,8980924,SF,KY Division of Mine Permits,KYDMP,KY8980924,INACT,98665.04143,511.982462,THOMAS,RC,REVELATION ENERGY LLC,PIKEVILLE,  SU   3  09/25/2012,Released,9/25/2012,PERMANENT,8980476,98692.36723,22257198.38
3411,Polygon,8980925,SF,KY Division of Mine Permits,KYDMP,KY8980925,INACT,68779.2095,94.895332,THOMAS,RC,REVELATION ENERGY LLC,PIKEVILLE,  MT   2  12/04/2014  SU   3  09/26/2012,Released,9/26/2012,PERMANENT,8980494,68779.2095,4133640.609
3412,Polygon,8980926,SF,KY Division of Mine Permits,KYDMP,KY8980926,INACT,42080.83038,556.247151,META,RC,REVELATION ENERGY LLC,PIKEVILLE,  MT   2  12/23/2014  SU   4  10/04/2012,Released,10/4/2012,PERMANENT,8980222,42080.83038,24230125.86
3429,Polygon,8980989,SF,KY Division of Mine Permits,KYDMP,KY8980989,INACT,83749.0235,1280.14206,PIKEVILLE,RC,LIBERTY MANAGEMENT LLC,PIKEVILLE,  SU   5  11/05/2015,Released,11/5/2015,PERMANENT,8980636,528.540783,2466.786411
3430,Polygon,8980990,SF,KY Division of Mine Permits,KYDMP,KY8980990,INACT,93774.93741,686.667076,PIKEVILLE,RC,LIBERTY MANAGEMENT LLC,PIKEVILLE,  SU   4  11/05/2015,Released,11/5/2015,PERMANENT,8980715,3865.134476,34311.94666
3440,Polygon,8981042,SF,KY Division of Mine Permits,DMP E_Shape,KY8981042,INACT,40102.06398,348.013245,META,RC,MC MINING LLC,PIKEVILLE,  MI   7  07/07/2020  SU   5  03/13/2020,Released,3/13/2020,PERMANENT,8980493,40102.06398,15159457.02
3447,Polygon,8984009,SF,KY Division of Mine Permits,KYDMP,KY8984009,INACT,19428.96011,39.449476,META,RC,BERKELEY ENERGY CORPORATION,PIKEVILLE,  SU      06/26/1998,Released,6/26/1998,PERMANENT,8985248,19428.96011,1718419.188
3449,Polygon,8984010,SF,KY Division of Mine Permits,KYDMP,KY8984010,INACT,5320.822017,6.969752,META,RC,BERKELEY ENERGY CORPORATION,PIKEVILLE,  MTS   1  03/16/2001  SU      06/29/1998,Released,6/29/1998,PERMANENT,985493,5320.822017,303602.5053
3456,Polygon,8984030,SF,KY Division of Mine Permits,KGS Project,KY8984030,INACT,9280.201447,14.010224,LICK CREEK,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  NW      06/16/1999,Released,6/16/1999,PERMANENT,8984030,9280.201447,610285.3679
3473,Polygon,8984099,SF,KY Division of Mine Permits,KYDMP,KY8984099,INACT,2117.874262,1.865507,BROAD BOTTOM,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  MT   2  11/26/2001  SU   2  05/11/2000,Released,5/11/2000,PERMANENT,8985759,2117.874262,81261.49729
3477,Polygon,8984101,SF,KY Division of Mine Permits,KYDMP,KY8984101,INACT,10475.43805,10.417801,BROAD BOTTOM,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  MT   2  03/28/2001  SU   2  05/12/2000,Released,5/12/2000,PERMANENT,8985678,10475.43805,453799.4152
3480,Polygon,8984104,SF,KY Division of Mine Permits,KYDMP,KY8984104,INACT,6452.85487,9.099237,MILLARD,RC,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,PIKEVILLE,  SU   6  03/03/2003,Released,3/3/2003,PERMANENT,8985314,6452.85487,396362.7903
3486,Polygon,8984146,SF,KY Division of Mine Permits,KYDMP,KY8984146,INACT,6531.314434,25.111448,BROAD BOTTOM,RC,SIDNEY COAL COMPANY INC,PIKEVILLE,  AM   2  04/12/2017  MT   3  02/23/2015  MT   2  10/16/2012,Released,10/4/2001,PERMANENT,8984084,6531.314434,1093854.678
3489,Polygon,8984154,SF,KY Division of Mine Permits,KYDMP,KY8984154,INACT,31458.56109,310.625261,JAMBOREE,RC,JESSE BRANCH LLC,PIKEVILLE,  SU   1  08/15/2002,Released,8/15/2002,PERMANENT,985417,1574.065688,54436.4722
3491,Polygon,8984156,SF,KY Division of Mine Permits,KYDMP,KY8984156,INACT,16727.09247,19.883604,BELFRY,RC,JESSE BRANCH LLC,PIKEVILLE,  SU   1  08/07/2002,Released,8/7/2002,PERMANENT,8985725,16727.09283,866129.7751
3493,Polygon,8984169,SF,KY Division of Mine Permits,KYDMP,KY8984169,INACT,5505.578535,18.427055,BELFRY,RC,AEP KENTUCKY COAL LLC,PIKEVILLE,  AM   3  03/16/2006  FR   1  09/23/2005  AM   2  12/08/2003,Released,3/12/2002,PERMANENT,8985106,5505.578535,802682.5378
3495,Polygon,8984171,SF,KY Division of Mine Permits,KYDMP,KY8984171,INACT,7855.41402,12.357844,BELFRY,RC,AEP KENTUCKY COAL LLC,PIKEVILLE,  MT   2  01/16/2004  SU   2  07/03/2002,Released,7/3/2002,PERMANENT,8985103,7855.41402,538307.6804
3498,Polygon,8984206,SF,KY Division of Mine Permits,KYDMP,KY8984206,INACT,7355.113253,10.351095,BROAD BOTTOM,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  MT   2  09/27/2006  MI   6  06/01/2006  MA   5  12/13/2005,Released,8/20/2003,PERMANENT,8985724,7355.113253,450893.6956
3500,Polygon,8984208,SF,KY Division of Mine Permits,KYDMP,KY8984208,INACT,8846.634402,30.805821,META,FF,"C & N MINING, LLC",PIKEVILLE,  AM   2  01/07/2009  AM   1  07/22/2008  MI   3  05/08/2008,Released,1/13/2006,PERMANENT,8984208,8846.634402,1341901.577
3505,Polygon,8984216,SF,KY Division of Mine Permits,KYDMP,KY8984216,INACT,13436.18286,46.37951,PIKEVILLE,RC,CAM MINING LLC,PIKEVILLE,  MT   7  03/20/2014  MT   6  09/14/2011  RN   5  05/21/2009,Released,8/21/2003,PERMANENT,985429,13436.18286,2020291.5
3507,Polygon,8984217,SF,KY Division of Mine Permits,KYDMP,KY8984217,INACT,123985.0243,53.920198,HAROLD,RC,CENTRAL APPALACHIA MINING LLC,PRESTONSBURG,  SU   1  09/11/2003,Released,9/11/2003,PERMANENT,8985003,123985.0242,2348763.732
3508,Polygon,8984218,SF,KY Division of Mine Permits,KYDMP,KY8984218,INACT,15187.03434,14.035856,PIKEVILLE,RC,CAM MINING LLC,PIKEVILLE,  MT   4  02/05/2007  NC   1  02/01/2006  MI   3  04/21/2005,Released,9/15/2003,PERMANENT,8985053,15187.0343,611401.8535
3514,Polygon,8984237,SF,KY Division of Mine Permits,KYDMP,KY8984237,INACT,1472.643853,2.822593,META,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  MI   7  12/13/2013  MTS   2  09/17/2010  MA   5  01/22/200,Released,12/1/2004,PERMANENT,8985460,1472.643853,122952.1812
3516,Polygon,8984240,SF,KY Division of Mine Permits,KYDMP,KY8984240,INACT,4333.528475,11.262468,META,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  SU   1  10/07/2005,Released,10/7/2005,PERMANENT,985185,4333.528477,490593.0819
3518,Polygon,8984243,SF,KY Division of Mine Permits,KYDMP,KY8984243,INACT,8755.193028,17.03288,LICK CREEK,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  SU      09/17/2014  RN   6  05/05/2014  MT   6  08/23/2011,Released,2/14/2005,PERMANENT,2985091,8755.193149,741952.1611
3526,Polygon,8984253,SF,KY Division of Mine Permits,KGS Project,KY8984253,INACT,48851.0886,593.559912,BELFRY,RC,LCC KENTUCKY LLC,PIKEVILLE,  MT   4  09/25/2006  SU   3  12/19/2005,Released,12/19/2005,PERMANENT,8985413,6009.965569,684209.6781
3527,Polygon,8984256,SF,KY Division of Mine Permits,KYDMP,KY8984256,INACT,29167.66958,498.688817,PIKEVILLE,RC,LCC KENTUCKY LLC,PIKEVILLE,  MA   4  11/17/2010  SU   1  11/02/2005,Released,11/2/2005,PERMANENT,8985054,29167.66958,21722884.9
3528,Polygon,8984257,SF,KY Division of Mine Permits,KYDMP,KY8984257,INACT,10586.27169,11.505962,PIKEVILLE,RC,LCC KENTUCKY LLC,PIKEVILLE,  SU   1  10/11/2005,Released,10/11/2005,PERMANENT,8985057,10586.27169,501199.7626
3530,Polygon,8984267,SF,KY Division of Mine Permits,KYDMP,KY8984267,INACT,2126.428528,4.541812,THOMAS,RC,LCC KENTUCKY LLC,PIKEVILLE,  MT   4  02/12/2007  SU   4  08/08/2005,Released,8/8/2005,PERMANENT,985502,2126.428528,197841.3299
3534,Polygon,8984273,SF,KY Division of Mine Permits,KYDMP,KY8984273,INACT,17435.82058,31.29755,PIKEVILLE,RC,CAM MINING LLC,PIKEVILLE,  MT   4  11/19/2018  RN   2  01/29/2016  MT   3  11/30/2015,Released,4/19/2006,PERMANENT,8984273,17435.82058,1363321.194
3538,Polygon,8984287,SF,KY Division of Mine Permits,KYDMP,KY8984287,INACT,7698.510251,7.404288,BELFRY,RC,ACME RESOURCES LLC,PIKEVILLE,  SU   5  01/25/2006,Released,1/25/2006,PERMANENT,8985102,7698.510251,322530.8541
3542,Polygon,8984315,SF,KY Division of Mine Permits,KYDMP,KY8984315,INACT,10495.43322,11.262586,PIKEVILLE,RC,"BLACKFOREST COAL, LLC",PIKEVILLE,  MT   3  05/14/2014  FR   2  08/23/2012  MT   2  03/08/2011,Released,5/16/2007,PERMANENT,8984197,10495.43322,490598.2269
3545,Polygon,8984332,SF,KY Division of Mine Permits,KYDMP,KY8984332,INACT,15281.09923,116.749588,MILLARD,FF,"C & N MINING, LLC",PIKEVILLE,  MI   1  06/18/2008  MT   1  04/25/2008  SU   1  02/14/2008,Released,2/14/2008,PERMANENT,8984234,15281.09923,5085612.057
3573,Polygon,8984438,SF,KY Division of Mine Permits,KYDMP,KY8984438,INACT,6581.290893,17.00237,JAMBOREE,RC,NEW RIDGE MINING COMPANY,PIKEVILLE,  SU   2  04/08/2013,Released,4/8/2013,PERMANENT,8985410,6581.290893,740623.2223
3593,Polygon,8984499,SF,KY Division of Mine Permits,KYDMP,KY8984499,INACT,8755.193028,17.03288,LICK CREEK,RC,APEX ENERGY INC,PIKEVILLE,  MT   7  02/13/2015  SU   3  09/17/2014,Released,9/17/2014,PERMANENT,2985091,8755.193149,741952.1611
3608,Polygon,8984510,SF,KY Division of Mine Permits,DMP E_Shape,KY8985417,INACT,26459.83524,47.657785,META,RC,FORTRESS RESOURCES LLC DBA MCCOY ELKHORN COAL CO,PIKEVILLE,  SU   1  02/11/2015,Released,2/11/2015,PERMANENT,8985417,26459.83369,2075973.151
3645,Polygon,8985002,SF,KY Division of Mine Permits,KGS Project,KY8985002,INACT,13807.24745,13.195761,BELFRY,RC,JOHNS CREEK ELKHORN COAL CORP,PIKEVILLE,  NW      08/17/1984,Released,8/17/1984,PERMANENT,8985002,6001.498663,338818.2338
3648,Polygon,8985016,SF,KY Division of Mine Permits,KGS Project,KY8985016,INACT,7130.622955,4.147072,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  MT      10/24/1991  RN      04/14/1989  MI      02/02/1988,Released,6/1/1984,PERMANENT,8985016,7130.622956,180646.3859
3649,Polygon,8985022,SF,KY Division of Mine Permits,KGS Project,KY8985022,INACT,10594.77259,6.455883,PIKEVILLE,RC,RATLIFF CR COAL CO,PIKEVILLE,  MI      02/28/1991  AM      10/17/1986  RV      05/16/1985,Released,12/13/1984,PERMANENT,8985022,10594.77259,281218.2778
3650,Polygon,8985031,SF,KY Division of Mine Permits,KGS Project,KY8985031,INACT,9183.715806,13.304752,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  MI      04/19/1993  MI      09/14/1992  MT      03/06/1992,Released,6/11/1984,PERMANENT,8985031,9183.715806,579554.9586
3652,Polygon,8985046,SF,KY Division of Mine Permits,KGS Project,KY8985046,INACT,16518.26022,10.872653,PIKEVILLE,RC,KINNEY BRANCH COAL COMPANY INC,PIKEVILLE,  MA      01/28/1997  MT      01/07/1997  RN      08/08/1994,Released,7/25/1984,PERMANENT,8985046,723.442984,23339.66334
3653,Polygon,8985048,SF,KY Division of Mine Permits,KGS Project,KY8985048,INACT,1672.004341,3.144247,META,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  NW      02/08/1984,Released,2/8/1984,PERMANENT,8985048,1672.004341,136963.3936
3654,Polygon,8985050,SF,KY Division of Mine Permits,KGS Project,KY8985050,INACT,840.95629,0.932138,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  MI      12/30/1987  AM      01/15/1986  NW      01/09/1984,Released,1/9/1984,PERMANENT,8985050,840.95629,40603.92566
3655,Polygon,8985052,SF,KY Division of Mine Permits,KGS Project,KY8985052,INACT,2061.527845,3.742126,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  MT      10/23/1996  RN      11/18/1994  MT      06/26/1992,Released,5/19/1984,PERMANENT,8985052,2061.527845,163006.9241
3657,Polygon,8985056,SF,KY Division of Mine Permits,KGS Project,KY8985056,INACT,1822.457781,4.091613,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  MT      02/24/1992  RN      05/15/1989  AM      09/21/1988,Released,5/18/1984,PERMANENT,8985056,1822.457781,178230.6171
3659,Polygon,8985060,SF,KY Division of Mine Permits,KGS Project,KY8985060,INACT,5697.840714,4.972816,PIKEVILLE,VF,LODESTAR ENERGY INC,PIKEVILLE,  MT   4  01/24/2005  MTS   1  07/12/2001  NW      09/10/198,Released,9/10/1984,PERMANENT,8985060,5697.840714,216615.8966
3660,Polygon,8985061,SF,KY Division of Mine Permits,KGS Project,KY8985061,INACT,4709.763935,6.093721,PIKEVILLE,RC,LODESTAR ENERGY INC,PIKEVILLE,  MA   7  06/27/2001  MTS   1  03/19/2001  MI   6  05/03/200,Released,9/25/1984,PERMANENT,8985061,4709.763935,265442.4313
3661,Polygon,8985064,SF,KY Division of Mine Permits,KGS Project,KY8985064,INACT,3152.798131,1.377277,META,RC,NUKITT COAL COMPANY,PIKEVILLE,  MT      04/27/1992  RN      08/10/1989  MT      03/28/1988,Released,8/8/1984,PERMANENT,8985064,3152.798131,59994.21945
3663,Polygon,8985079,SF,KY Division of Mine Permits,KGS Project,KY8985079,INACT,10464.21239,8.598267,PIKEVILLE,RC,LODESTAR ENERGY INC,PIKEVILLE,  NC      10/14/1997  MT      10/23/1996  RN      03/14/1995,Released,4/27/1984,PERMANENT,8985079,10464.21239,374540.547
3664,Polygon,8985082,SF,KY Division of Mine Permits,KGS Project,KY8985082,INACT,2100.378195,0.890902,META,RC,BRANHAM & BAKER COAL COMPANY INC,PIKEVILLE,  NC      04/06/1994  NC      12/27/1993  MT      09/11/1992,Released,2/29/1984,PERMANENT,8985082,2100.378195,38807.69586
3665,Polygon,8985093,SF,KY Division of Mine Permits,KGS Project,KY8985093,INACT,8893.351457,22.872723,PIKEVILLE,VF,LODESTAR ENERGY INC,PIKEVILLE,  MTS   1  07/11/2001  MT   3  12/19/2000  RN      03/24/199,Released,10/7/1987,PERMANENT,8985093,8893.351457,996335.821
3666,Polygon,8985094,SF,KY Division of Mine Permits,KGS Project,KY8985094,INACT,18579.40354,10.430557,LICK CREEK,RC,JESSE BRANCH COAL CO,PIKEVILLE,  MI      07/27/1989  AM      02/18/1988  NW      09/19/1984,Released,9/19/1984,PERMANENT,8985094,18579.40354,454355.0505
3667,Polygon,8985099,SF,KY Division of Mine Permits,KGS Project,KY8985099,INACT,3664.628786,2.364188,LICK CREEK,RC,MULLINS & SONS COAL COMPANY INC,PIKEVILLE,  MI      07/28/1992  RV      09/13/1985  NW      03/28/1985,Released,3/28/1985,PERMANENT,8985099,3664.628786,102983.9953
3668,Polygon,8985100,SF,KY Division of Mine Permits,KGS Project,KY8985100,INACT,7885.535145,20.42907,META,FF,ENDURO COAL CO,PIKEVILLE,  MT      02/14/1992  AM      07/03/1990  AM      04/05/1990,Released,6/11/1984,PERMANENT,8985100,7885.535145,889890.1264
3672,Polygon,8985113,SF,KY Division of Mine Permits,KGS Project,KY8985113,INACT,3273.972048,1.816627,META,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  MT      08/07/1992  MI      09/26/1991  RN      09/29/1989,Released,10/24/1984,PERMANENT,8985113,3273.972048,79132.23052
3673,Polygon,8985117,SF,KY Division of Mine Permits,KGS Project,KY8985117,INACT,7989.602172,5.548998,META,FF,NOR MINING INC,PIKEVILLE,  MT      03/19/1993  MI      06/28/1990  RN      03/21/1990,Released,12/4/1984,PERMANENT,8985117,7989.602173,241714.3437
3674,Polygon,8985127,SF,KY Division of Mine Permits,KGS Project,KY8985127,INACT,17343.87642,18.61572,PIKEVILLE,RC,CORBIN COAL COMPANY,PIKEVILLE,  MT      07/29/1998  MI      08/08/1996  RN      11/17/1995,Released,5/17/1985,PERMANENT,8985127,17343.87642,810900.7746
3675,Polygon,8985154,SF,KY Division of Mine Permits,KGS Project,KY8985154,INACT,652.119569,0.615968,META,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  MTS   1  03/12/2001  RN      06/19/1990  RN      03/31/199,Released,1/23/1985,PERMANENT,985136,652.119569,26831.59341
3679,Polygon,8985201,SF,KY Division of Mine Permits,KGS Project,KY8985201,INACT,3034.162477,4.545519,BELFRY,RC,CARBON BLACK MINING CORP,PIKEVILLE,  NW      11/08/1985,Released,11/8/1985,PERMANENT,8985201,3034.162477,198002.8242
3680,Polygon,8985210,SF,KY Division of Mine Permits,KGS Project,KY8985210,INACT,3567.21863,10.235418,MILLARD,RC,EAST KENTUCKY COLLIERIES INC,PIKEVILLE,  MI      04/25/1997  MT      12/17/1993  AM      06/03/1991,Released,4/8/1986,PERMANENT,8985210,3567.21863,445854.8296
3685,Polygon,8985252,SF,KY Division of Mine Permits,DMP E_Shape,KY8985252,INACT,8460.430412,18.240247,META,RC,JOHNS CREEK COAL COMPANY,PIKEVILLE,  MT   5  06/08/2009  RN   4  02/07/2007  MT   4  07/01/2005,Released,2/27/1987,PERMANENT,8985252,8460.430412,794545.1558
3687,Polygon,8985254,SF,KY Division of Mine Permits,KGS Project,KY8985254,INACT,2942.104074,5.039729,PIKEVILLE,RC,LODESTAR ENERGY INC,PIKEVILLE,  MA   2  07/16/2001  NC      10/14/1997  MA      11/07/1995,Released,2/19/1987,PERMANENT,8985254,2942.104074,219530.6142
3688,Polygon,8985260,SF,KY Division of Mine Permits,KYDMP,KY8985260,INACT,17304.97594,21.292024,LICK CREEK,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  MI   6  10/25/2010  MI   5  06/25/2001  MTS   1  03/26/200,Released,3/26/1987,PERMANENT,8985260,17304.97594,927480.5494
3690,Polygon,8985271,SF,KY Division of Mine Permits,KGS Project,KY8985271,INACT,52371.62843,80.38261,MILLARD,RC,ELDORADO COAL COMPANY INC,PIKEVILLE,  MI      11/17/1993  MI      03/27/1992  MI      04/30/1991,Released,1/9/1987,PERMANENT,8985271,27367.47773,1195239.78
3691,Polygon,8985279,SF,KY Division of Mine Permits,KGS Project,KY8985279,INACT,944.683309,1.307189,META,RC,WOLF BRANCH COLLIERIES INC,PIKEVILLE,  MI      03/11/1988  NW      01/21/1987,Released,1/21/1987,PERMANENT,8985279,944.683309,56941.14346
3692,Polygon,8985297,SF,KY Division of Mine Permits,KGS Project,KY8985297,INACT,3779.035767,13.094918,META,RC,BLAIR COAL COMPANY INC,PIKEVILLE,  AM      02/05/1990  NW      04/13/1988,Released,4/13/1988,PERMANENT,8985297,3779.035767,570414.6459
3695,Polygon,8985362,SF,KY Division of Mine Permits,KGS Project,KY8985362,INACT,56527.54747,124.600644,PIKEVILLE,RC,COAL RUN COAL COMPANY INC,PIKEVILLE,  MI      09/09/1996  MT      12/04/1995  RN      01/25/1994,Released,3/8/1988,PERMANENT,8985362,56527.54747,5427604.089
3696,Polygon,8985376,SF,KY Division of Mine Permits,KGS Project,KY8985376,INACT,5949.868819,2.890592,MILLARD,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  NC      06/04/1996  NC      05/02/1995  MI      10/24/1994,Released,10/28/1993,PERMANENT,8985376,5949.868819,125914.2012
3697,Polygon,8985377,SF,KY Division of Mine Permits,KGS Project,KY8985377,INACT,7322.193404,4.884138,MILLARD,RC,ELDORADO COAL COMPANY INC,PIKEVILLE,  MT      09/20/1991  MI      04/12/1990  NW      08/07/1989,Released,8/7/1989,PERMANENT,8985377,2859.817971,112041.6846
3699,Polygon,8985400,SF,KY Division of Mine Permits,KGS Project,KY8985400,INACT,4891.862496,10.863293,BELFRY,FF,BIG CREEK COLLIERIES INC,PIKEVILLE,  SU      10/24/1988,Released,10/24/1988,PERMANENT,985382,4086.082142,458689.5171
3705,Polygon,8985427,SF,KY Division of Mine Permits,KGS Project,KY8985427,INACT,8604.774605,10.392678,HELLIER,FF,K C & M COAL INC,PIKEVILLE,  MT      10/23/1991  MI      08/03/1990  NW      06/05/1989,Released,6/5/1989,PERMANENT,8985427,5939.663984,257934.9389
3706,Polygon,8985436,SF,KY Division of Mine Permits,KGS Project,KY8985436,INACT,9142.878895,47.904642,META,RC,JOHNS CREEK COAL COMPANY,PIKEVILLE,  MA      04/11/1996  MT      10/29/1991  NW      05/24/1989,Released,5/24/1989,PERMANENT,8985436,9142.878895,2086726.156
3709,Polygon,8985451,SF,KY Division of Mine Permits,KYDMP,KY8985451,INACT,45906.64902,52.436748,LICK CREEK,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  AM      11/22/1995  MI   5  05/15/2003  MI   4  06/29/2001,Released,6/16/1992,PERMANENT,8985451,45906.64902,2284144.857
3711,Polygon,8985458,SF,KY Division of Mine Permits,KGS Project,KY8985458,INACT,3247.594426,1.936132,BROAD BOTTOM,FF,METRO MINING INC,PIKEVILLE,  SU      09/25/1989,Released,9/25/1989,PERMANENT,8985391,3247.594426,84337.90133
3712,Polygon,8985459,SF,KY Division of Mine Permits,KGS Project,KY8985459,INACT,8346.679512,13.131467,MILLARD,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  SU      06/12/1990,Released,6/12/1990,PERMANENT,2985108,8346.679512,572006.6289
3713,Polygon,8985466,SF,KY Division of Mine Permits,KGS Project,KY8985466,INACT,11158.8313,5.090644,THOMAS,FF,COUP MANAGEMENT INC,PIKEVILLE,  SU      11/29/1989,Released,11/29/1989,PERMANENT,8985358,11158.8313,221748.5288
3714,Polygon,8985484,SF,KY Division of Mine Permits,KGS Project,KY8985484,INACT,1254.41005,1.116809,BROAD BOTTOM,RC,FCDC COAL INC,PIKEVILLE,  NW      01/30/1991,Released,1/30/1991,PERMANENT,8985484,1254.41005,48648.17452
3715,Polygon,8985487,SF,KY Division of Mine Permits,KGS Project,KY8985487,INACT,1242.27074,1.809811,META,RC,BLAIR COAL COMPANY INC,PIKEVILLE,  MA   3  06/08/2000  MI      02/03/1999  MT      04/28/1998,Released,7/13/1990,PERMANENT,8985487,1242.27074,78835.35485
3716,Polygon,8985499,SF,KY Division of Mine Permits,KYDMP,KY8985499,INACT,5029.512468,3.907053,META,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  MT   5  05/09/2014  MA   4  04/10/2013  MT   4  12/07/2011,Released,6/13/1990,PERMANENT,985305,5029.512468,170191.2775
3718,Polygon,8985504,SF,KY Division of Mine Permits,KGS Project,KY8985504,INACT,868.138036,0.989486,MILLARD,RC,CARDINAL FUEL SALES CORP,PIKEVILLE,  MT      09/01/1993  MI      03/05/1992  NW      01/31/1991,Released,1/31/1991,PERMANENT,8985504,868.138036,43102.01794
3719,Polygon,8985512,SF,KY Division of Mine Permits,KGS Project,KY8985512,INACT,4536.711301,3.707767,MILLARD,RC,ALPHA RECLAMATION CONTRACTING INC,PIKEVILLE,  MT      07/09/1993  NW      01/15/1991,Released,1/15/1991,PERMANENT,8985512,4536.711301,161510.3249
3720,Polygon,8985514,SF,KY Division of Mine Permits,KGS Project,KY8985514,INACT,3225.053763,2.145274,BROAD BOTTOM,FF,OLD SOUTH MINING CORPORATION,PIKEVILLE,  MT      06/14/1993  MI      08/21/1992  NW      11/29/1990,Released,11/29/1990,PERMANENT,8985514,3225.053763,93448.17323
3721,Polygon,8985519,SF,KY Division of Mine Permits,KGS Project,KY8985519,INACT,3178.474905,1.744035,BROAD BOTTOM,RC,KRIS COAL MINING INC,PIKEVILLE,  MT      07/23/1993  MT      10/26/1992  AM      07/18/1991,Released,11/20/1990,PERMANENT,985504,3178.474905,75970.13188
3722,Polygon,8985535,SF,KY Division of Mine Permits,KYDMP,KY8985535,INACT,22353.17479,30.892966,BROAD BOTTOM,RC,LODESTAR ENERGY INC,PIKEVILLE,  MI   8  03/29/2006  MT   3  06/18/2003  MTS   1  04/01/200,Released,11/7/1990,PERMANENT,985466,22353.17479,1345697.545
3724,Polygon,8985539,SF,KY Division of Mine Permits,KGS Project,KY8985539,INACT,16753.60221,46.010642,BROAD BOTTOM,RC,NFC MINING INC,PIKEVILLE,  MT      08/12/1998  RN      11/01/1995  MT      10/10/1995,Released,6/10/1991,PERMANENT,8985175,16753.60221,2004223.574
3725,Polygon,8985539,SF,KY Division of Mine Permits,KYDMP,KY8985539,INACT,38234.11876,68.158104,BROAD BOTTOM,RC,NFC MINING INC,PIKEVILLE,  MT      08/12/1998  RN      11/01/1995  MT      10/10/1995,Released,6/10/1991,PERMANENT,8985175,38234.11876,2968966.845
3727,Polygon,8985555,SF,KY Division of Mine Permits,KGS Project,KY8985555,INACT,17609.83023,82.185557,BROAD BOTTOM,FF,JAMES H TAYLOR MINING CO,PRESTONSBURG,  AM      06/23/1999  MT      08/14/1996  MT      07/03/1995,Released,12/15/1992,PERMANENT,8985555,17609.83023,3580002.905
